objectid,parentid,filename,format,title,author,date,place_of_publication,language,item_characteristics,subject,field_of_medicine,description,image_source,resource_type,related_works,iucat_link,call_number,rights,use_and_reproduction
nmb_0104,,nmb_0104a.jpg,compound_object,Traité pratique des maladies vénériennes . . .,"Ricord, Philippe",1838,"Paris, France",French,print book,gonorrhea; infections; sexually transmitted diseases; syphilis,Venereology,"“In his authoritative *Treatise on the Venereal Disease* (1786), John Hunter declared that syphilis and gonorrhea were manifestations of a single disease. The error arose when he inoculated himself with syphilis without knowing that he had also infected himself with gonorrhea. Differentiation of the two diseases was established fifty years later by Philippe Ricord (1800-1889), whose experiments are recorded in his thorough ‘Practical Treatise on Venereal Diseases.’  

“Ricord was born of French parents in Baltimore, Maryland, but went to France for his surgical training under Dupuytren, Lisfranc, and other great teachers of the Paris school. He was graduated with an M.D. degree in 1826 and spent his long, active career wholly in France as a specialist in venereal diseases. He was a surgeon to the Hôpital du Midi in Paris, held a professorial chair, and conducted a large private practice. Possessed of a compassionate interest in alleviating suffering, he was renowned also as a wit and writer of light verse.  

“Ricord had already written books on gonorrhea and on chancre when he published this outstanding treatise. Beginning with a ‘critical and general’ discussion, the book recorded his conclusions that there is a unique syphilitic ‘virus,’ that gonorrhea is a different disease, that syphilis can be divided into primary, secondary, and tertiary stages, and that prophylactic treatment against the later stages is available. He gave credit for first correcting Hunter’s error to J. F. Hernandez, who had published an essay on the ‘Nonidentity of Syphilis and Gonorrhea’ in French in 1812, but it was Ricord’s own detailed presentation of his experimental results in this treatise that established the truth.  

“The central section of the book, giving his experiments in detail, demonstrated that the pus of a chancre produces syphilis but inoculation with a gonorrheal secretion does not. He went on to describe his method of treatment and appended a brief formulary of the mineral medications employed in his clinic. It was shown that mercury was not a universal specific and that some so-called secondary infections were due to mercury poisoning.  

“The lengthy work was completed in the first decade of Ricord’s medical practice. His book achieved immediate success. It was revised many times and widely translated; thirteen American editions were published between 1843 and 1858. Ricord raised the treatment of venereal disease to a level not to be surpassed for seventy years” (Waife et al. 191).",Lilly Library,stillimage,"Ricord, Philippe, (trans. W.P. Lattimore), [*Letters on syphilis : addressed to the chief editor of the Union médicale*](https://iucat.iu.edu/catalog/352344) ; Ricord, Philippe, [*Leçons sur le chancre professées par le Docteur Ricord*](https://iucat.iu.edu/catalog/19449524)",https://iucat.iu.edu/catalog/19021770,RC201 .R55,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0104a,nmb_0104,nmb_0104a.jpg,image/jpg,Traité pratique des maladies vénériennes . . .,"Ricord, Philippe",1838,"Paris, France",French,print book,gonorrhea; infections; sexually transmitted diseases; syphilis,Venereology,"“In his authoritative *Treatise on the Venereal Disease* (1786), John Hunter declared that syphilis and gonorrhea were manifestations of a single disease. The error arose when he inoculated himself with syphilis without knowing that he had also infected himself with gonorrhea. Differentiation of the two diseases was established fifty years later by Philippe Ricord (1800-1889), whose experiments are recorded in his thorough ‘Practical Treatise on Venereal Diseases.’  

“Ricord was born of French parents in Baltimore, Maryland, but went to France for his surgical training under Dupuytren, Lisfranc, and other great teachers of the Paris school. He was graduated with an M.D. degree in 1826 and spent his long, active career wholly in France as a specialist in venereal diseases. He was a surgeon to the Hôpital du Midi in Paris, held a professorial chair, and conducted a large private practice. Possessed of a compassionate interest in alleviating suffering, he was renowned also as a wit and writer of light verse.  

“Ricord had already written books on gonorrhea and on chancre when he published this outstanding treatise. Beginning with a ‘critical and general’ discussion, the book recorded his conclusions that there is a unique syphilitic ‘virus,’ that gonorrhea is a different disease, that syphilis can be divided into primary, secondary, and tertiary stages, and that prophylactic treatment against the later stages is available. He gave credit for first correcting Hunter’s error to J. F. Hernandez, who had published an essay on the ‘Nonidentity of Syphilis and Gonorrhea’ in French in 1812, but it was Ricord’s own detailed presentation of his experimental results in this treatise that established the truth.  

“The central section of the book, giving his experiments in detail, demonstrated that the pus of a chancre produces syphilis but inoculation with a gonorrheal secretion does not. He went on to describe his method of treatment and appended a brief formulary of the mineral medications employed in his clinic. It was shown that mercury was not a universal specific and that some so-called secondary infections were due to mercury poisoning.  

“The lengthy work was completed in the first decade of Ricord’s medical practice. His book achieved immediate success. It was revised many times and widely translated; thirteen American editions were published between 1843 and 1858. Ricord raised the treatment of venereal disease to a level not to be surpassed for seventy years” (Waife et al. 191).",Lilly Library,stillimage,"Ricord, Philippe, (trans. W.P. Lattimore), [*Letters on syphilis : addressed to the chief editor of the Union médicale*](https://iucat.iu.edu/catalog/352344) ; Ricord, Philippe, [*Leçons sur le chancre professées par le Docteur Ricord*](https://iucat.iu.edu/catalog/19449524)",https://iucat.iu.edu/catalog/19021770,RC201 .R55,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0104b,nmb_0104,nmb_0104b.jpg,image/jpg,Traité pratique des maladies vénériennes . . .,"Ricord, Philippe",1838,"Paris, France",French,print book,gonorrhea; infections; sexually transmitted diseases; syphilis,Venereology,"“In his authoritative *Treatise on the Venereal Disease* (1786), John Hunter declared that syphilis and gonorrhea were manifestations of a single disease. The error arose when he inoculated himself with syphilis without knowing that he had also infected himself with gonorrhea. Differentiation of the two diseases was established fifty years later by Philippe Ricord (1800-1889), whose experiments are recorded in his thorough ‘Practical Treatise on Venereal Diseases.’  

“Ricord was born of French parents in Baltimore, Maryland, but went to France for his surgical training under Dupuytren, Lisfranc, and other great teachers of the Paris school. He was graduated with an M.D. degree in 1826 and spent his long, active career wholly in France as a specialist in venereal diseases. He was a surgeon to the Hôpital du Midi in Paris, held a professorial chair, and conducted a large private practice. Possessed of a compassionate interest in alleviating suffering, he was renowned also as a wit and writer of light verse.  

“Ricord had already written books on gonorrhea and on chancre when he published this outstanding treatise. Beginning with a ‘critical and general’ discussion, the book recorded his conclusions that there is a unique syphilitic ‘virus,’ that gonorrhea is a different disease, that syphilis can be divided into primary, secondary, and tertiary stages, and that prophylactic treatment against the later stages is available. He gave credit for first correcting Hunter’s error to J. F. Hernandez, who had published an essay on the ‘Nonidentity of Syphilis and Gonorrhea’ in French in 1812, but it was Ricord’s own detailed presentation of his experimental results in this treatise that established the truth.  

“The central section of the book, giving his experiments in detail, demonstrated that the pus of a chancre produces syphilis but inoculation with a gonorrheal secretion does not. He went on to describe his method of treatment and appended a brief formulary of the mineral medications employed in his clinic. It was shown that mercury was not a universal specific and that some so-called secondary infections were due to mercury poisoning.  

“The lengthy work was completed in the first decade of Ricord’s medical practice. His book achieved immediate success. It was revised many times and widely translated; thirteen American editions were published between 1843 and 1858. Ricord raised the treatment of venereal disease to a level not to be surpassed for seventy years” (Waife et al. 191).",Lilly Library,stillimage,"Ricord, Philippe, (trans. W.P. Lattimore), [*Letters on syphilis : addressed to the chief editor of the Union médicale*](https://iucat.iu.edu/catalog/352344) ; Ricord, Philippe, [*Leçons sur le chancre professées par le Docteur Ricord*](https://iucat.iu.edu/catalog/19449524)",https://iucat.iu.edu/catalog/19021770,RC201 .R55,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0104c,nmb_0104,nmb_0104c.jpg,image/jpg,Traité pratique des maladies vénériennes . . .,"Ricord, Philippe",1838,"Paris, France",French,print book,gonorrhea; infections; sexually transmitted diseases; syphilis,Venereology,"“In his authoritative *Treatise on the Venereal Disease* (1786), John Hunter declared that syphilis and gonorrhea were manifestations of a single disease. The error arose when he inoculated himself with syphilis without knowing that he had also infected himself with gonorrhea. Differentiation of the two diseases was established fifty years later by Philippe Ricord (1800-1889), whose experiments are recorded in his thorough ‘Practical Treatise on Venereal Diseases.’  

“Ricord was born of French parents in Baltimore, Maryland, but went to France for his surgical training under Dupuytren, Lisfranc, and other great teachers of the Paris school. He was graduated with an M.D. degree in 1826 and spent his long, active career wholly in France as a specialist in venereal diseases. He was a surgeon to the Hôpital du Midi in Paris, held a professorial chair, and conducted a large private practice. Possessed of a compassionate interest in alleviating suffering, he was renowned also as a wit and writer of light verse.  

“Ricord had already written books on gonorrhea and on chancre when he published this outstanding treatise. Beginning with a ‘critical and general’ discussion, the book recorded his conclusions that there is a unique syphilitic ‘virus,’ that gonorrhea is a different disease, that syphilis can be divided into primary, secondary, and tertiary stages, and that prophylactic treatment against the later stages is available. He gave credit for first correcting Hunter’s error to J. F. Hernandez, who had published an essay on the ‘Nonidentity of Syphilis and Gonorrhea’ in French in 1812, but it was Ricord’s own detailed presentation of his experimental results in this treatise that established the truth.  

“The central section of the book, giving his experiments in detail, demonstrated that the pus of a chancre produces syphilis but inoculation with a gonorrheal secretion does not. He went on to describe his method of treatment and appended a brief formulary of the mineral medications employed in his clinic. It was shown that mercury was not a universal specific and that some so-called secondary infections were due to mercury poisoning.  

“The lengthy work was completed in the first decade of Ricord’s medical practice. His book achieved immediate success. It was revised many times and widely translated; thirteen American editions were published between 1843 and 1858. Ricord raised the treatment of venereal disease to a level not to be surpassed for seventy years” (Waife et al. 191).",Lilly Library,stillimage,"Ricord, Philippe, (trans. W.P. Lattimore), [*Letters on syphilis : addressed to the chief editor of the Union médicale*](https://iucat.iu.edu/catalog/352344) ; Ricord, Philippe, [*Leçons sur le chancre professées par le Docteur Ricord*](https://iucat.iu.edu/catalog/19449524)",https://iucat.iu.edu/catalog/19021770,RC201 .R55,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0104d,nmb_0104,nmb_0104d.jpg,image/jpg,Traité pratique des maladies vénériennes . . .,"Ricord, Philippe",1838,"Paris, France",French,print book,gonorrhea; infections; sexually transmitted diseases; syphilis,Venereology,"“In his authoritative *Treatise on the Venereal Disease* (1786), John Hunter declared that syphilis and gonorrhea were manifestations of a single disease. The error arose when he inoculated himself with syphilis without knowing that he had also infected himself with gonorrhea. Differentiation of the two diseases was established fifty years later by Philippe Ricord (1800-1889), whose experiments are recorded in his thorough ‘Practical Treatise on Venereal Diseases.’  

“Ricord was born of French parents in Baltimore, Maryland, but went to France for his surgical training under Dupuytren, Lisfranc, and other great teachers of the Paris school. He was graduated with an M.D. degree in 1826 and spent his long, active career wholly in France as a specialist in venereal diseases. He was a surgeon to the Hôpital du Midi in Paris, held a professorial chair, and conducted a large private practice. Possessed of a compassionate interest in alleviating suffering, he was renowned also as a wit and writer of light verse.  

“Ricord had already written books on gonorrhea and on chancre when he published this outstanding treatise. Beginning with a ‘critical and general’ discussion, the book recorded his conclusions that there is a unique syphilitic ‘virus,’ that gonorrhea is a different disease, that syphilis can be divided into primary, secondary, and tertiary stages, and that prophylactic treatment against the later stages is available. He gave credit for first correcting Hunter’s error to J. F. Hernandez, who had published an essay on the ‘Nonidentity of Syphilis and Gonorrhea’ in French in 1812, but it was Ricord’s own detailed presentation of his experimental results in this treatise that established the truth.  

“The central section of the book, giving his experiments in detail, demonstrated that the pus of a chancre produces syphilis but inoculation with a gonorrheal secretion does not. He went on to describe his method of treatment and appended a brief formulary of the mineral medications employed in his clinic. It was shown that mercury was not a universal specific and that some so-called secondary infections were due to mercury poisoning.  

“The lengthy work was completed in the first decade of Ricord’s medical practice. His book achieved immediate success. It was revised many times and widely translated; thirteen American editions were published between 1843 and 1858. Ricord raised the treatment of venereal disease to a level not to be surpassed for seventy years” (Waife et al. 191).",Lilly Library,stillimage,"Ricord, Philippe, (trans. W.P. Lattimore), [*Letters on syphilis : addressed to the chief editor of the Union médicale*](https://iucat.iu.edu/catalog/352344) ; Ricord, Philippe, [*Leçons sur le chancre professées par le Docteur Ricord*](https://iucat.iu.edu/catalog/19449524)",https://iucat.iu.edu/catalog/19021770,RC201 .R55,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0104e,nmb_0104,nmb_0104e.jpg,image/jpg,Traité pratique des maladies vénériennes . . .,"Ricord, Philippe",1838,"Paris, France",French,print book,gonorrhea; infections; sexually transmitted diseases; syphilis,Venereology,"“In his authoritative *Treatise on the Venereal Disease* (1786), John Hunter declared that syphilis and gonorrhea were manifestations of a single disease. The error arose when he inoculated himself with syphilis without knowing that he had also infected himself with gonorrhea. Differentiation of the two diseases was established fifty years later by Philippe Ricord (1800-1889), whose experiments are recorded in his thorough ‘Practical Treatise on Venereal Diseases.’  

“Ricord was born of French parents in Baltimore, Maryland, but went to France for his surgical training under Dupuytren, Lisfranc, and other great teachers of the Paris school. He was graduated with an M.D. degree in 1826 and spent his long, active career wholly in France as a specialist in venereal diseases. He was a surgeon to the Hôpital du Midi in Paris, held a professorial chair, and conducted a large private practice. Possessed of a compassionate interest in alleviating suffering, he was renowned also as a wit and writer of light verse.  

“Ricord had already written books on gonorrhea and on chancre when he published this outstanding treatise. Beginning with a ‘critical and general’ discussion, the book recorded his conclusions that there is a unique syphilitic ‘virus,’ that gonorrhea is a different disease, that syphilis can be divided into primary, secondary, and tertiary stages, and that prophylactic treatment against the later stages is available. He gave credit for first correcting Hunter’s error to J. F. Hernandez, who had published an essay on the ‘Nonidentity of Syphilis and Gonorrhea’ in French in 1812, but it was Ricord’s own detailed presentation of his experimental results in this treatise that established the truth.  

“The central section of the book, giving his experiments in detail, demonstrated that the pus of a chancre produces syphilis but inoculation with a gonorrheal secretion does not. He went on to describe his method of treatment and appended a brief formulary of the mineral medications employed in his clinic. It was shown that mercury was not a universal specific and that some so-called secondary infections were due to mercury poisoning.  

“The lengthy work was completed in the first decade of Ricord’s medical practice. His book achieved immediate success. It was revised many times and widely translated; thirteen American editions were published between 1843 and 1858. Ricord raised the treatment of venereal disease to a level not to be surpassed for seventy years” (Waife et al. 191).",Lilly Library,stillimage,"Ricord, Philippe, (trans. W.P. Lattimore), [*Letters on syphilis : addressed to the chief editor of the Union médicale*](https://iucat.iu.edu/catalog/352344) ; Ricord, Philippe, [*Leçons sur le chancre professées par le Docteur Ricord*](https://iucat.iu.edu/catalog/19449524)",https://iucat.iu.edu/catalog/19021770,RC201 .R55,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0108,,nmb_0108.jpg,image/jpg,Yellow Fever in Philadelphia in 1793,"Rush, Benjamin",1794,"Philadelphia, USA",English,print book,epidemics; virus diseases; yellow fever,Epidemeology,"“Rush’s account of the great epidemic of “West Indian Yellow Fever,” which killed nearly four thousand people in Philadelphia between August and November, 1793, is a fascinating medical, social, and personal record. He described the course of the disease in many individual patients whom he attended; he discussed the causes of the disease’s rise and decline; and he recounted the controversies among physicians concerning the correct methods of combating the spread of the epidemic and of treating the sick. Rush (1745-1813) printed the texts of notices issued by the city’s government and the College of Physicians, with letters he and other physicians had written to the papers, and he set forth the psychologic as well as the physical ravages of the disease as he himself experienced them and observed them in his own family. By proclaiming his belief that yellow fever was the result of filth in the city and not an importation, he aroused the anger of many citizens of Philadelphia. Now his book is considered a classic in epidemiology.  

“Another important contribution to medical literature was his *Medical Inquiries and Observations, upon the Diseases of the Mind* (1812), the first American text on psychiatry, which had a profound effect on practitioners for several generations.  

“A religious man strongly committed to a concern for the public welfare, he limited his materia medica to just a few drugs and, in order to strip medicine of some of its mystery, refused to write prescriptions in Latin.  

“Rush poured his tireless energy into countless activities. He was a professor of medicine at the new University of Pennsylvania, a signer of the Declaration of Independence, and surgeon general (but later resigned) for one department of the Continental army. Furthermore, he was active in the reform movements to abolish slavery and capital punishment and to establish public schools and free medical dispensaries. He discredited fraudulent cancer cures and, perhaps most significant, insisted that insanity was a disease. He was one of the founders of Dickinson College and of the school now known as Franklin and Marshall College and, for the last fourteen years of his life, was Treasurer of the United States Mint” (Waife et al. 147).","Waife, McCain, Weber & Hammond's Notable Medical Books",stillimage,"Condie, Thomas, [*History of the pestilence, commonly called yellow fever, which almost desolated Philadelphia . . .*](https://iucat.iu.edu/catalog/1429677) ; Rush, Benjamin, [*Medical inquiries and observations, upon the diseases of the mind*](https://iucat.iu.edu/catalog/19045188)",https://iucat.iu.edu/catalog/19027246,RC211 .P5 R75,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0109,,nmb_0109.jpg,image/jpg,Tabulae Neurologicae ad illustrandam Historiam Anatomicam Cardiacorum Nervorum . . .,"Scarpa, Antonio",1794,"Pavia, Italy",Latin,print book,"anatomy; anatomy, artistic; atlas; nervous system; nervous system physiological phenomena; neuroanatomy",Anatomy,"“Antonio Scarpa (1752-1832), born in Venice, was the most brilliant pupil of Morgagni, the great anatomist and clinical pathologist at Padua. Scarpa received his medical degree at the age of eighteen and, at twenty, was appointed professor of anatomy at Modena. Here he immediately published, with his own superb illustrations, a book on his discovery of the membranous labyrinth in the ear. When he was thirty-one, he moved to the more important chair of anatomy at Pavia, which he held for twenty years. In 1787, in addition, he assumed the chair of surgery and held it until 1812. He was equally distinguished as research worker, surgeon, and teacher; wrote well in Latin and Italian; and drew his own illustrations with skill.  

“Perhaps his greatest achievement was his large atlas of ‘Neurologic Plates,’ illustrating the cardiac, cerebral, glossopharyngeal, and pharyngeal nerves. This was published in Latin in 1794. The text includes a general essay on neurology, with accurate criticism of illustrations published by earlier anatomists, such as Willis, Vieussens, and von Haller. The essay is followed by descriptions of his own plates, providing brief, precise comments on the nerves illustrated, with mention of previous accounts. The seven engravings are so large that some organs are pictured life-size. Engraved by Faustino Anderloni from Scarpo’s drawings, the plates are both accurate and brilliant in light and shade. The book offered the first detailed representation and description of the nerves of the heart.  

“The author is best remembered for Scarpa’s triangle, an area bordered by the inguinal ligament and superficial thigh muscles. It was first delineated in his report on an operation for popliteal aneurysm.  

“Scarpa’s anatomic investigations spanned a period of nearly sixty years and included comparative studies of the auditory and olfactory apparatus and the deep structure of bone. His surgical work covered masterly and influential research on the diseases of the eye, congenital clubfoot, aneurysms, hernia, and arterial disease. On each subject, Scarpa offered new knowledge with practical application for the surgeon and clear, well-defined illustrations.  

“Scarpa became director of the Medical Institute at Pavia and continued his research and writing until a year before his death at eighty-one. His work as surgeon and anatomist was carried on in the best tradition of the Italian school” (Waife et al. 145).","Waife, McCain, Weber & Hammond's Notable Medical Books",stillimage,"Morgagni, Giambattista, [*De sedibus, et causis morborum per anatomen indagatis libri quinque : Dissectiones, et animadversiones . . .*](https://iucat.iu.edu/catalog/7341434) ; Scarpa, Antonio, [*Sull'ernie : memorie anatomico-chirurgiche*](https://iucat.iu.edu/catalog/4570425)",https://iucat.iu.edu/catalog/15713656,QM451 .S3,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0115,,nmb_0115.jpg,image/jpg,Observationes medicæ circa morborum acutorum historiam et curationem,"Sydenham, Thomas",1685,"London, England",Latin,print book,clinical medicine; epidemeology; evidence-based medicine; observation,Clinical Medicine; Epidemiology,"“Among the notable medical books in the Lilly collection, this work by Thomas Sydenham (1624-1689) stands out because it does not announce a major original discovery or the foundation of a new development in medicine. Instead, Sydenham’s contribution was the reintroduction of the Hippocratic method of careful clinical observation based on wide personal experience. As a recorder of the natural history of disease, he had few equals. For example, even today one can read his description of an acute attack of gout with profit and pleasure.  

“His medical education was interrupted twice by military service under Cromwell. Although his formal edication in medicine was somewhat limited, he was a most successful clinician. Conservative and even distrustful of scientific innovations, Sydenham approached the treatment of disease with empiricism. His personal influence was so strong that most of the leading clinicians of the next generation may be considered directly or indirectly his pupils. His contributions, however, were not truly appreciated until after his death, when he came to be known as the ‘English Hippocrates.’  

“It is interesting that the original *Observations* were written in English and published in 1676. The translation into Latin (the proper language of science at the time) was printed nine years later by John Mapletoft, to whom Sydenham dedicated the book. It includes sections on diseases, especially those seen in London epidemics between 1661 and 1675, and the characteristics and treatment of continuous and intermittent fevers, for which he introduced cinchona bark into general use in England. He discussed ‘pest’ (bubonic plague) and smallpox, recommending a regimen of cooling drinks for the latter, and described cholera, dysentery, bilious colic, epidemic cough, pleurisy, pneumonia and ‘false pneumonia,’ rheumatism, and quinsy.  

“Although Sydenham’s notions of the causes of fevers and epidemics were traditional (he believed in ‘epidemic constitutions’ and the influence of atmospheric ‘miasma’), he did note the rhythmic periodicity of the recurrence of epidemics. He also recognized precise ‘species’ of disease, made a distinction between smallpox and measles, and gave the first diagnostic account of scarlatina. He continued to advocate bloodletting in moderation, but his other treatments were simple and sensible: fresh air in the sickroom, exercise for consumptives, iron tonics for anemia, and liquid opiates (laudanum) for pain.  

""Sydenham gained fame through his ‘Treatise on Gout and Dropsy’ (1683), in which he differentiated gout from rheumatism, but his most enduring work was the *Observationes Medicae*. His classic account of hysteria appears in *Dissertatio Epistolaris* (1682)” (Waife et al. 89).","Waife, McCain, Weber & Hammond's Notable Medical Books",stillimage,"Sydenham, Thomas, [*Dr. Thomas Sydenham, 1624-1689; his life and original writings*](https://iucat.iu.edu/catalog/9284555)",https://iucat.iu.edu/catalog/18049961,R114 .S9 1685,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0120,,nmb_0120a.jpg,compound_object,Neurographia Universalis . . . ,"Vieussens, Raymond",1685,"Lyons, France",Latin,print book,neurology,Neurology,"“Vieussens (1641-1715), professor of medicine at Montpellier, published a detailed study of the nervous system that was regarded as the best account written in the seventeenth century. It was illustrated with thirty particularly fine engravings by Jean Beaudeau, most of them on foldout pages larger than the pages of the book. It also contained a splendid portrait of the author by Boulanger. Vieussens was an untiring dissector, and his work revealed the structure and arrangement of the nervous system better than that of any predecessor in addition to recording new and correct observations. For example, he showed that the spinal cord was an independent structure, not merely an appendage of the brain, and he first defined the centrum ovale.  

“The book, which is divided into three parts, discusses the brain, the spinal cord, and the nerves. It was based on 500 dissections of postmortem material. The words ‘Editio Nova’ on the page indicate a new and original publication rather than a ‘new edition’ in the modern sense.  

“Vieussens was physician to the royal court in Paris from about 1688 to 1698. During this period, he became interested in chemical physiology and was among the first to study the chemistry of the blood and saliva. His exploration of the heart and blood vessels was recorded in three volumes issued late in his life. He also published an important, though less original, monograph on the structure of the ear. His investigations on the cardiovascular system resulted in many new anatomic and pathologic observations—for instance, the correct structure of the left ventricle of the heart, the course of the coronary vessels, and the coronary sinus. He was the first to record the symptoms of aortic insufficiency and mitral stenosis, describing the character of the pulse and the pathologic features with clarity and thoroughness. He was part of that golden age of anatomy which produced such eponymic contemporaries as Wirsung, Glisson, Wharton, Cowper, Malpighi, Brunner, and de Graaf” (Waife et al 95).",Lilly Library,stillimage,"Vieussens, Raymond, [*Traité nouveau de la structure et des causes du mouvement naturel du coeur*](https://iucat.iu.edu/catalog/15712523)",https://iucat.iu.edu/catalog/15713658,QM451 .V4 1685,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0120a,nmb_0120,nmb_0120a.jpg,image/jpg,Neurographia Universalis . . . ,"Vieussens, Raymond",1685,"Lyons, France",Latin,print book,neurology,Neurology,"“Vieussens (1641-1715), professor of medicine at Montpellier, published a detailed study of the nervous system that was regarded as the best account written in the seventeenth century. It was illustrated with thirty particularly fine engravings by Jean Beaudeau, most of them on foldout pages larger than the pages of the book. It also contained a splendid portrait of the author by Boulanger. Vieussens was an untiring dissector, and his work revealed the structure and arrangement of the nervous system better than that of any predecessor in addition to recording new and correct observations. For example, he showed that the spinal cord was an independent structure, not merely an appendage of the brain, and he first defined the centrum ovale.  

“The book, which is divided into three parts, discusses the brain, the spinal cord, and the nerves. It was based on 500 dissections of postmortem material. The words ‘Editio Nova’ on the page indicate a new and original publication rather than a ‘new edition’ in the modern sense.  

“Vieussens was physician to the royal court in Paris from about 1688 to 1698. During this period, he became interested in chemical physiology and was among the first to study the chemistry of the blood and saliva. His exploration of the heart and blood vessels was recorded in three volumes issued late in his life. He also published an important, though less original, monograph on the structure of the ear. His investigations on the cardiovascular system resulted in many new anatomic and pathologic observations—for instance, the correct structure of the left ventricle of the heart, the course of the coronary vessels, and the coronary sinus. He was the first to record the symptoms of aortic insufficiency and mitral stenosis, describing the character of the pulse and the pathologic features with clarity and thoroughness. He was part of that golden age of anatomy which produced such eponymic contemporaries as Wirsung, Glisson, Wharton, Cowper, Malpighi, Brunner, and de Graaf” (Waife et al 95).",Lilly Library,stillimage,"Vieussens, Raymond, [*Traité nouveau de la structure et des causes du mouvement naturel du coeur*](https://iucat.iu.edu/catalog/15712523)",https://iucat.iu.edu/catalog/15713658,QM451 .V4 1685,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
